"embryo","label","dataset","x_start","x_end","frame_start","frame_end","microns","frame_delta","microns_per_frame","label_tf","size","x_ant","x_post","x_tf_buck","x_tf_deep","gb_pos_tf_buck","gb_pos_tf_deep","gb_pct_tf_buck","gb_pct_tf_deep","frame_gastr","frame_tf_buck","frame_tf_deep","time_tf_buck","time_tf_deep","label_md","x_md_start","x_md_split","frame_md_start","frame_md_split","time_md_start","gb_pct_md_start","experiment","author","stock","genotype","zygosity","view","xres","yres","zres","slices","timestep","frames","folds_left","folds_right","folds_avg","ectopic_folds","microns_per_second","microns_per_minute"
"Gap,stg[2]_green_1_z3_t52_E8","3D_Gap,stg[2]_green_1_z3_t52_E8.tif:0030-0082-1304:29","3D_Gap,stg[2]_green_1_z3_t52_E8.tif",425,319,20,30,106,10,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-10-25_Gap,stg[2]","bruno","stg","Gap43-mCherry,stg[2]/TM3,Kr-GFP","heterozygote","lateral",0.2853696,0.2853696,3,NA,52,180,1,NA,1,FALSE,0.203846153846154,12.2307692307692
"Gap,stg[2]_green_1_z3_t52_E9","3D_Gap,stg[2]_green_1_z3_t52_E9.tif:0075-0093-1299:74","3D_Gap,stg[2]_green_1_z3_t52_E9.tif",424,317,65,75,107,10,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-10-25_Gap,stg[2]","bruno","stg","Gap43-mCherry,stg[2]/TM3,Kr-GFP","heterozygote","lateral",0.2853696,0.2853696,3,NA,52,180,1,NA,1,FALSE,0.205769230769231,12.3461538461538
"prd-Gap_1_t60s_E1","3D_prd-Gap_1_t60s_E1.tif:0081-0125-1412:80","3D_prd-Gap_1_t60s_E1.tif",453,352,71,81,101,10,10.1,"3D_prd-Gap_1_t60s_E1.tif:0080-0266-0984:79",504,29,533,500,362,471,333,6.54761904761905,33.9285714285714,60,66,80,6,20,"3D_prd-Gap_1_t60s_E1.tif:0076-0105-1480:75",446,399,72,76,12,17.2619047619048,"2019-10-03_prd-Gap","bruno","prd","prd[4]/CyO,twi-GFP;Gap43-mCherry/MKRS","heterozygote","lateral",0.2853696,0.2853696,3,NA,60,170,1,NA,1,FALSE,0.168333333333333,10.1
"prd-Gap_1_t60s_E10","3D_prd-Gap_1_t60s_E10.tif:0065-0207-1337:64","3D_prd-Gap_1_t60s_E10.tif",438,325,55,65,113,10,11.3,"3D_prd-Gap_1_t60s_E10.tif:0067-0287-0998:66",482,44,526,439,316,395,272,18.0497925311203,43.5684647302905,46,55,67,9,21,"3D_prd-Gap_1_t60s_E10.tif:0062-0187-1318:61",398,354,58,62,12,26.5560165975104,"2019-10-03_prd-Gap","bruno","prd","prd[4]/CyO,twi-GFP;Gap43-mCherry/MKRS","homozygote","lateral",0.2853696,0.2853696,3,NA,60,170,1,NA,1,FALSE,0.188333333333333,11.3
"prd-Gap_1_t60s_E11","3D_prd-Gap_1_t60s_E11.tif:0046-0153-1411:45","3D_prd-Gap_1_t60s_E11.tif",456,349,36,46,107,10,10.7,"3D_prd-Gap_1_t60s_E11.tif:0054-0285-1000:53",493,39,532,373,324,334,285,32.2515212981745,42.1906693711968,26,44,54,18,28,"3D_prd-Gap_1_t60s_E11.tif:0043-0160-1467:42",453,383,37,43,11,16.0243407707911,"2019-10-03_prd-Gap","bruno","prd","prd[4]/CyO,twi-GFP;Gap43-mCherry/MKRS","heterozygote","lateral",0.2853696,0.2853696,3,NA,60,170,2,NA,2,TRUE,0.178333333333333,10.7
"prd-Gap_1_t60s_E12","3D_prd-Gap_1_t60s_E12.tif:0068-0133-1406:67","3D_prd-Gap_1_t60s_E12.tif",460,343,58,68,117,10,11.7,"3D_prd-Gap_1_t60s_E12.tif:0076-0233-0967:75",482,35,517,341,320,306,285,36.5145228215768,40.8713692946058,48,69,76,21,28,"3D_prd-Gap_1_t60s_E12.tif:0068-0112-1328:67",408,350,62,68,14,22.6141078838174,"2019-10-03_prd-Gap","bruno","prd","prd[4]/CyO,twi-GFP;Gap43-mCherry/MKRS","homozygote","lateral",0.2853696,0.2853696,3,NA,60,170,1,NA,1,TRUE,0.195,11.7
"prd-Gap_1_t60s_E13","3D_prd-Gap_1_t60s_E13.tif:0061-0158-1386:60","3D_prd-Gap_1_t60s_E13.tif",457,333,51,61,124,10,12.4,"3D_prd-Gap_1_t60s_E13.tif:0071-0277-0990:70",523,21,544,336,303,315,282,39.7705544933078,46.0803059273423,40,61,71,21,31,"3D_prd-Gap_1_t60s_E13.tif:0058-0150-1380:57",425,362,53,58,13,22.7533460803059,"2019-10-03_prd-Gap","bruno","prd","prd[4]/CyO,twi-GFP;Gap43-mCherry/MKRS","heterozygote","lateral",0.2853696,0.2853696,3,NA,60,170,3,NA,3,TRUE,0.206666666666667,12.4
"prd-Gap_1_t60s_E15","3D_prd-Gap_1_t60s_E15.tif:0069-0196-1350:68","3D_prd-Gap_1_t60s_E15.tif",440,330,59,69,110,10,11,"3D_prd-Gap_1_t60s_E15.tif:0072-0296-0992:71",462,52,514,459,311,407,259,11.9047619047619,43.9393939393939,49,57,72,8,23,"3D_prd-Gap_1_t60s_E15.tif:0068-0194-1268:67",385,338,63,68,14,27.9220779220779,"2019-10-03_prd-Gap","bruno","prd","prd[4]/CyO,twi-GFP;Gap43-mCherry/MKRS","heterozygote","lateral",0.2853696,0.2853696,3,NA,60,170,1,NA,1,FALSE,0.183333333333333,11
"prd-Gap_1_t60s_E16","3D_prd-Gap_1_t60s_E16.tif:0062-0174-1382:61","3D_prd-Gap_1_t60s_E16.tif",451,337,52,62,114,10,11.4,"3D_prd-Gap_1_t60s_E16.tif:0073-0272-0994:72",485,41,526,313,303,272,262,43.9175257731959,45.979381443299,46,64,73,18,27,"3D_prd-Gap_1_t60s_E16.tif:0060-0148-1315:59",397,354,56,60,10,26.5979381443299,"2019-10-03_prd-Gap","bruno","prd","prd[4]/CyO,twi-GFP;Gap43-mCherry/MKRS","homozygote","lateral",0.2853696,0.2853696,3,NA,60,170,1,NA,1,FALSE,0.19,11.4
"prd-Gap_1_t60s_E2","3D_prd-Gap_1_t60s_E2.tif:0077-0133-1388:76","3D_prd-Gap_1_t60s_E2.tif",444,348,67,77,96,10,9.6,"3D_prd-Gap_1_t60s_E2.tif:0078-0233-0990:77",489,38,527,391,339,353,301,27.8118609406953,38.4458077709611,53,72,78,19,25,"3D_prd-Gap_1_t60s_E2.tif:0072-0133-1463:71",444,391,67,72,14,16.9734151329243,"2019-10-03_prd-Gap","bruno","prd","prd[4]/CyO,twi-GFP;Gap43-mCherry/MKRS","heterozygote","lateral",0.2853696,0.2853696,3,NA,60,170,2,NA,2,TRUE,0.16,9.6
"prd-Gap_1_t60s_E3","3D_prd-Gap_1_t60s_E3.tif:0074-0124-1326:73","3D_prd-Gap_1_t60s_E3.tif",425,332,64,74,93,10,9.3,"3D_prd-Gap_1_t60s_E3.tif:0073-0240-0968:72",464,44,508,473,341,429,297,7.54310344827587,35.9913793103448,52,59,73,7,21,"3D_prd-Gap_1_t60s_E3.tif:0069-0118-1382:68",409,380,65,69,13,21.3362068965517,"2019-10-03_prd-Gap","bruno","prd","prd[4]/CyO,twi-GFP;Gap43-mCherry/MKRS","heterozygote","lateral",0.2853696,0.2853696,3,NA,60,170,2,NA,2,TRUE,0.155,9.3
"prd-Gap_1_t60s_E4","3D_prd-Gap_1_t60s_E4.tif:0075-0125-1355:74","3D_prd-Gap_1_t60s_E4.tif",438,335,65,75,103,10,10.3,"3D_prd-Gap_1_t60s_E4.tif:0079-0236-0978:78",500,29,529,369,332,340,303,32,39.4,52,72,79,20,27,"3D_prd-Gap_1_t60s_E4.tif:0073-0120-1374:72",423,361,67,73,15,21.2,"2019-10-03_prd-Gap","bruno","prd","prd[4]/CyO,twi-GFP;Gap43-mCherry/MKRS","homozygote","lateral",0.2853696,0.2853696,3,NA,60,170,2,NA,2,TRUE,0.171666666666667,10.3
"prd-Gap_1_t60s_E5","3D_prd-Gap_1_t60s_E5.tif:0078-0136-1416:77","3D_prd-Gap_1_t60s_E5.tif",453,355,68,78,98,10,9.8,"3D_prd-Gap_1_t60s_E5.tif:0078-0247-0999:77",506,32,538,492,354,460,322,9.09090909090909,36.3636363636364,58,63,78,5,20,"3D_prd-Gap_1_t60s_E5.tif:0075-0118-1427:74",435,379,69,75,11,20.3557312252965,"2019-10-03_prd-Gap","bruno","prd","prd[4]/CyO,twi-GFP;Gap43-mCherry/MKRS","heterozygote","lateral",0.2853696,0.2853696,3,NA,60,170,2,NA,2,TRUE,0.163333333333333,9.8
"prd-Gap_1_t60s_E6","3D_prd-Gap_1_t60s_E6.tif:0073-0137-1351:72","3D_prd-Gap_1_t60s_E6.tif",430,341,63,73,89,10,8.9,"3D_prd-Gap_1_t60s_E6.tif:0070-0274-0974:69",492,32,524,479,359,447,327,9.14634146341463,33.5365853658537,49,56,70,7,21,"3D_prd-Gap_1_t60s_E6.tif:0068-0133-1445:67",444,380,62,68,13,16.260162601626,"2019-10-03_prd-Gap","bruno","prd","prd[4]/CyO,twi-GFP;Gap43-mCherry/MKRS","heterozygote","lateral",0.2853696,0.2853696,3,NA,60,170,1,NA,1,FALSE,0.148333333333333,8.9
"prd-Gap_1_t60s_E7","3D_prd-Gap_1_t60s_E7.tif:0049-0142-1366:48","3D_prd-Gap_1_t60s_E7.tif",452,327,39,49,125,10,12.5,"3D_prd-Gap_1_t60s_E7.tif:0045-0254-0992:44",480,43,523,475,373,432,330,10,31.25,28,35,45,7,17,"3D_prd-Gap_1_t60s_E7.tif:0047-0120-1329:46",409,349,42,47,14,23.75,"2019-10-03_prd-Gap","bruno","prd","prd[4]/CyO,twi-GFP;Gap43-mCherry/MKRS","heterozygote","lateral",0.2853696,0.2853696,3,NA,60,170,1,NA,1,FALSE,0.208333333333333,12.5
"prd-Gap_1_t60s_E8","3D_prd-Gap_1_t60s_E8.tif:0080-0124-1357:79","3D_prd-Gap_1_t60s_E8.tif",443,331,70,80,112,10,11.2,"3D_prd-Gap_1_t60s_E8.tif:0084-0246-0962:83",485,32,517,390,319,358,287,26.1855670103093,40.8247422680412,59,74,84,15,25,"3D_prd-Gap_1_t60s_E8.tif:0077-0116-1351:76",413,358,72,77,13,21.4432989690722,"2019-10-03_prd-Gap","bruno","prd","prd[4]/CyO,twi-GFP;Gap43-mCherry/MKRS","heterozygote","lateral",0.2853696,0.2853696,3,NA,60,170,2,NA,2,TRUE,0.186666666666667,11.2
"prd-Gap_1_t60s_E9","3D_prd-Gap_1_t60s_E9.tif:0076-0136-1426:75","3D_prd-Gap_1_t60s_E9.tif",452,362,66,76,90,10,9,"3D_prd-Gap_1_t60s_E9.tif:0088-0273-0981:87",502,29,531,356,337,327,308,34.8605577689243,38.6454183266932,54,77,88,23,34,"3D_prd-Gap_1_t60s_E9.tif:0073-0127-1421:72",430,380,68,73,14,20.1195219123506,"2019-10-03_prd-Gap","bruno","prd","prd[4]/CyO,twi-GFP;Gap43-mCherry/MKRS","homozygote","lateral",0.2853696,0.2853696,3,NA,60,170,3,NA,3,TRUE,0.15,9
"rgap_1b_z3_t60s_E1","3D_rgap_1b_z3_t60s_E1.tif:0071-0096-1352:70","3D_rgap_1b_z3_t60s_E1.tif",442,331,61,71,111,10,11.1,"3D_rgap_1b_z3_t60s_E1.tif:0075-0215-0999:74",502,35,537,496,316,461,281,8.16733067729083,44.0239043824701,45,55,75,10,30,"3D_rgap_1b_z3_t60s_E1.tif:0069-0097-1355:68",425,350,63,69,18,22.3107569721116,"2022-02-21_rgap","bruno","wt","RGap43-mCherry","wildtype","lateral",0.2858705,0.2858705,3,NA,60,142,2,NA,2,TRUE,0.185,11.1
"rgap_1b_z3_t60s_E11","3D_rgap_1b_z3_t60s_E11.tif:0069-0103-1339:68","3D_rgap_1b_z3_t60s_E11.tif",433,332,59,69,101,10,10.1,"3D_rgap_1b_z3_t60s_E11.tif:0074-0215-0992:73",493,37,530,478,322,441,285,10.5476673427992,42.1906693711968,47,52,74,5,27,"3D_rgap_1b_z3_t60s_E11.tif:0063-0099-1386:62",417,375,60,63,13,22.920892494929,"2022-02-21_rgap","bruno","wt","RGap43-mCherry","wildtype","lateral",0.2858705,0.2858705,3,NA,60,142,3,NA,3,TRUE,0.168333333333333,10.1
"rgap_1b_z3_t60s_E12","3D_rgap_1b_z3_t60s_E12.tif:0070-0154-1346:69","3D_rgap_1b_z3_t60s_E12.tif",437,333,60,70,104,10,10.4,"3D_rgap_1b_z3_t60s_E12.tif:0074-0240-0988:73",515,25,540,504,321,479,296,6.99029126213591,42.5242718446602,46,53,74,7,28,"3D_rgap_1b_z3_t60s_E12.tif:0065-0147-1413:64",435,373,60,65,14,20.3883495145631,"2022-02-21_rgap","bruno","wt","RGap43-mCherry","wildtype","lateral",0.2858705,0.2858705,3,NA,60,142,1,NA,1,FALSE,0.173333333333333,10.4
"rgap_1b_z3_t60s_E13","3D_rgap_1b_z3_t60s_E13.tif:0059-0098-1294:58","3D_rgap_1b_z3_t60s_E13.tif",417,322,49,59,95,10,9.5,"3D_rgap_1b_z3_t60s_E13.tif:0063-0218-0979:62",497,31,528,481,302,450,271,9.45674044265593,45.4728370221328,35,43,63,8,28,"3D_rgap_1b_z3_t60s_E13.tif:0054-0113-1362:53",416,362,49,54,14,22.5352112676056,"2022-02-21_rgap","bruno","wt","RGap43-mCherry","wildtype","lateral",0.2858705,0.2858705,3,NA,60,142,1,NA,1,FALSE,0.158333333333333,9.5
"rgap_1b_z3_t60s_E14","3D_rgap_1b_z3_t60s_E14.tif:0057-0117-1323:56","3D_rgap_1b_z3_t60s_E14.tif",430,326,47,57,104,10,10.4,"3D_rgap_1b_z3_t60s_E14.tif:0061-0228-0984:60",493,35,528,491,319,456,284,7.50507099391481,42.393509127789,30,39,61,9,31,"3D_rgap_1b_z3_t60s_E14.tif:0052-0129-1385:51",425,366,47,52,17,20.8924949290061,"2022-02-21_rgap","bruno","wt","RGap43-mCherry","wildtype","lateral",0.2858705,0.2858705,3,NA,60,142,2,NA,2,TRUE,0.173333333333333,10.4
"rgap_1b_z3_t60s_E15","3D_rgap_1b_z3_t60s_E15.tif:0076-0172-1349:75","3D_rgap_1b_z3_t60s_E15.tif",433,338,66,76,95,10,9.5,"3D_rgap_1b_z3_t60s_E15.tif:0081-0249-0998:80",508,31,539,494,328,463,297,8.85826771653542,41.5354330708661,48,58,81,10,33,"3D_rgap_1b_z3_t60s_E15.tif:0071-0179-1415:70",434,375,66,71,18,20.6692913385827,"2022-02-21_rgap","bruno","wt","RGap43-mCherry","wildtype","lateral",0.2858705,0.2858705,3,NA,60,142,2,NA,2,TRUE,0.158333333333333,9.5
"rgap_1b_z3_t60s_E16","3D_rgap_1b_z3_t60s_E16.tif:0050-0120-1304:49","3D_rgap_1b_z3_t60s_E16.tif",421,324,40,50,97,10,9.7,"3D_rgap_1b_z3_t60s_E16.tif:0053-0254-0976:52",502,28,530,480,312,452,284,9.9601593625498,43.4262948207171,24,33,53,9,29,"3D_rgap_1b_z3_t60s_E16.tif:0047-0130-1326:46",409,349,41,47,17,24.1035856573705,"2022-02-21_rgap","bruno","wt","RGap43-mCherry","wildtype","lateral",0.2858705,0.2858705,3,NA,60,142,3,NA,3,TRUE,0.161666666666667,9.7
"rgap_1b_z3_t60s_E17","3D_rgap_1b_z3_t60s_E17.tif:0072-0113-1340:71","3D_rgap_1b_z3_t60s_E17.tif",434,332,62,72,102,10,10.2,"3D_rgap_1b_z3_t60s_E17.tif:0078-0245-0983:77",508,27,535,491,317,464,290,8.66141732283464,42.9133858267717,44,55,78,11,34,"3D_rgap_1b_z3_t60s_E17.tif:0068-0160-1397:67",434,365,62,68,18,19.8818897637795,"2022-02-21_rgap","bruno","wt","RGap43-mCherry","wildtype","lateral",0.2858705,0.2858705,3,NA,60,142,2,NA,2,TRUE,0.17,10.2
"rgap_1b_z3_t60s_E2","3D_rgap_1b_z3_t60s_E2.tif:0083-0152-1331:82","3D_rgap_1b_z3_t60s_E2.tif",432,329,73,83,103,10,10.3,"3D_rgap_1b_z3_t60s_E2.tif:0088-0270-0981:87",483,39,522,477,308,438,269,9.3167701863354,44.3064182194617,61,69,88,8,27,"3D_rgap_1b_z3_t60s_E2.tif:0080-0170-1333:79",409,352,75,80,14,23.3954451345756,"2022-02-21_rgap","bruno","wt","RGap43-mCherry","wildtype","lateral",0.2858705,0.2858705,3,NA,60,142,1,NA,1,FALSE,0.171666666666667,10.3
"rgap_1b_z3_t60s_E3","3D_rgap_1b_z3_t60s_E3.tif:0052-0168-1290:51","3D_rgap_1b_z3_t60s_E3.tif",422,316,42,52,106,10,10.6,"3D_rgap_1b_z3_t60s_E3.tif:0050-0255-0968:49",487,33,520,490,330,457,297,6.16016427104724,39.0143737166324,27,34,50,7,23,"3D_rgap_1b_z3_t60s_E3.tif:0046-0164-1385:45",422,370,42,46,15,20.1232032854209,"2022-02-21_rgap","bruno","wt","RGap43-mCherry","wildtype","lateral",0.2858705,0.2858705,3,NA,60,142,3,NA,3,TRUE,0.176666666666667,10.6
"rgap_1b_z3_t60s_E4","3D_rgap_1b_z3_t60s_E4.tif:0071-0093-1314:70","3D_rgap_1b_z3_t60s_E4.tif",424,327,61,71,97,10,9.7,"3D_rgap_1b_z3_t60s_E4.tif:0074-0212-0970:73",492,31,523,488,315,457,284,7.11382113821138,42.2764227642276,50,54,74,4,24,"3D_rgap_1b_z3_t60s_E4.tif:0065-0091-1404:64",426,376,61,65,11,19.7154471544715,"2022-02-21_rgap","bruno","wt","RGap43-mCherry","wildtype","lateral",0.2858705,0.2858705,3,NA,60,142,2,NA,2,TRUE,0.161666666666667,9.7
"rgap_1b_z3_t60s_E5","3D_rgap_1b_z3_t60s_E5.tif:0076-0095-1317:75","3D_rgap_1b_z3_t60s_E5.tif",430,323,66,76,107,10,10.7,"3D_rgap_1b_z3_t60s_E5.tif:0074-0198-0974:73",491,33,524,474,337,441,304,10.183299389002,38.0855397148676,54,60,74,6,20,"3D_rgap_1b_z3_t60s_E5.tif:0072-0093-1371:71",420,364,67,72,13,21.1812627291242,"2022-02-21_rgap","bruno","wt","RGap43-mCherry","wildtype","lateral",0.2858705,0.2858705,3,NA,60,142,3,NA,3,TRUE,0.178333333333333,10.7
"rgap_1b_z3_t60s_E6","3D_rgap_1b_z3_t60s_E6.tif:0075-0140-1338:74","3D_rgap_1b_z3_t60s_E6.tif",429,335,65,75,94,10,9.4,"3D_rgap_1b_z3_t60s_E6.tif:0077-0237-0987:76",491,37,528,467,326,430,289,12.4236252545825,41.1405295315682,53,60,77,7,24,"3D_rgap_1b_z3_t60s_E6.tif:0071-0144-1365:70",415,365,66,71,13,23.0142566191446,"2022-02-21_rgap","bruno","wt","RGap43-mCherry","wildtype","lateral",0.2858705,0.2858705,3,NA,60,142,2,NA,2,TRUE,0.156666666666667,9.4
"rgap_1b_z3_t60s_E7","3D_rgap_1b_z3_t60s_E7.tif:0067-0084-1332:66","3D_rgap_1b_z3_t60s_E7.tif",431,330,57,67,101,10,10.1,"3D_rgap_1b_z3_t60s_E7.tif:0070-0191-0991:69",491,38,529,483,323,445,285,9.36863543788188,41.9551934826884,44,50,70,6,26,"3D_rgap_1b_z3_t60s_E7.tif:0064-0088-1330:63",407,354,59,64,15,24.847250509165,"2022-02-21_rgap","bruno","wt","RGap43-mCherry","wildtype","lateral",0.2858705,0.2858705,3,NA,60,142,2,NA,2,TRUE,0.168333333333333,10.1
"rgap_1b_z3_t60s_E8","3D_rgap_1b_z3_t60s_E8.tif:0059-0113-1332:58","3D_rgap_1b_z3_t60s_E8.tif",435,326,49,59,109,10,10.9,"3D_rgap_1b_z3_t60s_E8.tif:0063-0225-0970:62",503,26,529,502,309,476,283,5.36779324055667,43.7375745526839,37,40,63,3,26,"3D_rgap_1b_z3_t60s_E8.tif:0054-0106-1412:53",435,372,49,54,12,18.6878727634195,"2022-02-21_rgap","bruno","wt","RGap43-mCherry","wildtype","lateral",0.2858705,0.2858705,3,NA,60,142,2,NA,2,TRUE,0.181666666666667,10.9
"rgap_1b_z3_t60s_E9","3D_rgap_1b_z3_t60s_E9.tif:0078-0080-1328:77","3D_rgap_1b_z3_t60s_E9.tif",430,329,68,78,101,10,10.1,"3D_rgap_1b_z3_t60s_E9.tif:0084-0187-0974:83",503,27,530,486,313,459,286,8.74751491053678,43.1411530815109,56,62,84,6,28,"3D_rgap_1b_z3_t60s_E9.tif:0073-0080-1400:72",435,365,67,73,11,18.8866799204771,"2022-02-21_rgap","bruno","wt","RGap43-mCherry","wildtype","lateral",0.2858705,0.2858705,3,NA,60,142,1,NA,1,FALSE,0.168333333333333,10.1
