X	Y
298.414	1554.570
298.831	1530.802
299.248	1488.237
299.665	1459.700
300.082	1433.111
300.498	1406.082
300.915	1423.836
301.332	1409.430
301.749	1429.261
302.165	1483.580
302.582	1523.517
302.999	1497.493
303.416	1433.647
303.833	1371.536
304.249	1397.614
304.666	1454.430
305.083	1466.768
305.500	1494.831
305.916	1504.932
306.333	1508.126
306.750	1525.981
307.167	1499.831
307.584	1472.300
308.000	1484.594
308.417	1495.580
308.834	1454.449
309.251	1436.507
309.667	1443.295
310.084	1445.275
310.501	1445.126
310.918	1406.324
311.335	1382.966
311.751	1401.961
312.168	1428.647
312.585	1453.024
313.002	1399.000
313.418	1363.976
313.835	1407.309
314.252	1420.333
314.669	1363.860
315.086	1317.942
315.502	1271.952
315.919	1250.502
316.336	1281.932
316.753	1348.845
317.169	1392.642
317.586	1375.870
318.003	1330.493
318.420	1252.029
318.837	1208.300
319.253	1179.908
319.670	1206.198
320.087	1249.874
320.504	1253.271
320.921	1177.985
321.337	1126.797
321.754	1100.850
322.171	1081.961
322.588	1105.271
323.004	1102.923
323.421	1106.778
323.838	1106.179
324.255	1099.575
324.672	1058.802
325.088	1037.024
325.505	1026.527
325.922	1004.198
326.339	1006.043
326.755	1029.749
327.172	1059.464
327.589	1072.575
328.006	1123.575
328.423	1135.184
328.839	1122.841
329.256	1121.488
329.673	1089.053
330.090	1051.169
330.506	1010.039
330.923	1001.932
331.340	981.377
331.757	937.391
332.174	969.295
332.590	1055.478
333.007	1094.145
333.424	1056.444
333.841	971.019
334.257	964.116
334.674	977.251
335.091	1024.739
335.508	1082.947
335.925	1042.024
336.341	1004.198
336.758	1028.493
337.175	1054.556
337.592	1047.203
338.008	1013.604
338.425	986.213
338.842	972.705
339.259	1048.358
339.676	1132.005
340.092	1138.589
340.509	1081.411
340.926	1039.425
341.343	1015.696
341.760	1018.638
342.176	1005.304
342.593	1002.029
343.010	1005.990
343.427	954.488
343.843	880.444
344.260	876.638
344.677	927.082
345.094	981.797
345.511	983.836
345.927	933.184
346.344	908.995
346.761	944.271
347.178	947.792
347.594	925.430
348.011	929.159
348.428	943.643
348.845	926.353
349.262	914.406
349.678	899.609
350.095	929.855
350.512	959.517
350.929	927.348
351.345	940.860
351.762	983.169
352.179	1017.778
352.596	1017.604
353.013	994.652
353.429	987.961
353.846	995.295
354.263	958.845
354.680	920.498
355.096	887.507
355.513	818.874
355.930	778.845
356.347	780.227
356.764	795.821
357.180	816.522
357.597	829.517
358.014	828.758
358.431	827.981
358.847	793.077
359.264	777.072
359.681	832.522
360.098	856.391
360.515	862.483
360.931	884.783
361.348	914.990
361.765	874.672
362.182	861.807
362.599	905.918
363.015	902.140
363.432	865.188
363.849	829.328
364.266	857.845
364.682	948.174
365.099	965.870
365.516	944.874
365.933	921.981
366.350	894.290
366.766	877.039
367.183	862.681
367.600	865.087
368.017	866.816
368.433	877.082
368.850	880.256
369.267	866.942
369.684	870.459
370.101	877.454
370.517	910.580
370.934	929.952
371.351	949.217
371.768	940.473
372.184	981.652
372.601	1009.565
373.018	983.517
373.435	904.328
373.852	920.720
374.268	942.415
374.685	935.043
375.102	941.242
375.519	907.681
375.935	849.623
376.352	858.222
376.769	867.744
377.186	818.106
377.603	810.072
378.019	806.179
378.436	781.652
378.853	732.343
379.270	724.406
379.686	710.478
380.103	766.894
380.520	839.512
380.937	866.266
381.354	826.010
381.770	770.739
382.187	767.053
382.604	765.942
383.021	786.701
383.438	808.816
383.854	799.923
384.271	770.667
384.688	719.242
385.105	701.816
385.521	718.232
385.938	712.406
386.355	670.488
386.772	673.130
387.189	716.961
387.605	730.372
388.022	766.145
388.439	863.942
388.856	934.845
389.272	891.208
389.689	855.855
390.106	804.179
390.523	758.860
390.940	726.667
391.356	738.618
391.773	748.845
392.190	757.304
392.607	796.396
393.023	881.116
393.440	919.116
393.857	889.338
394.274	864.614
394.691	844.019
395.107	846.874
395.524	856.676
395.941	844.333
396.358	794.459
396.774	793.507
397.191	817.667
397.608	841.961
398.025	817.473
398.442	787.821
398.858	779.319
399.275	849.164
399.692	882.734
400.109	840.116
400.525	777.662
400.942	755.845
401.359	791.696
401.776	818.768
402.193	837.271
402.609	802.449
403.026	773.213
403.443	776.715
403.860	754.845
404.276	750.633
404.693	769.193
405.110	806.541
405.527	806.130
405.944	776.928
406.360	766.604
406.777	749.986
407.194	741.246
407.611	745.952
408.028	742.754
408.444	771.594
408.861	777.135
409.278	779.826
409.695	801.932
410.111	848.029
410.528	845.203
410.945	819.275
411.362	784.188
411.779	772.435
412.195	716.145
412.612	713.053
413.029	772.749
413.446	799.203
413.862	771.754
414.279	739.560
414.696	740.029
415.113	730.633
415.530	746.913
415.946	767.802
416.363	756.164
416.780	707.527
417.197	672.043
417.613	672.899
418.030	704.720
418.447	694.937
418.864	709.072
419.281	725.068
419.697	765.870
420.114	800.903
420.531	809.164
420.948	809.493
421.364	774.715
421.781	739.391
422.198	728.758
422.615	703.343
423.032	659.865
423.448	624.701
423.865	647.048
424.282	649.604
424.699	629.971
425.115	611.106
425.532	569.169
425.949	565.164
426.366	580.807
426.783	602.010
427.199	630.469
427.616	667.647
428.033	676.469
428.450	657.435
428.867	580.643
429.283	580.275
429.700	606.899
430.117	642.386
430.534	625.937
430.950	577.744
431.367	577.377
431.784	544.396
432.201	519.609
432.618	526.126
433.034	538.208
433.451	550.957
433.868	562.705
434.285	529.826
434.701	503.957
435.118	518.256
435.535	565.333
435.952	613.502
436.369	638.570
436.785	597.662
437.202	562.454
437.619	554.140
438.036	552.464
438.452	590.391
438.869	585.802
439.286	548.792
439.703	506.874
440.120	533.256
440.536	579.821
440.953	626.841
441.370	620.193
441.787	602.807
442.203	610.464
442.620	634.150
443.037	635.807
443.454	603.560
443.871	576.169
444.287	572.937
444.704	596.638
445.121	615.362
445.538	621.251
445.954	605.435
446.371	561.995
446.788	571.792
447.205	600.053
447.622	618.169
448.038	633.565
448.455	625.966
448.872	617.304
449.289	572.213
449.706	532.754
450.122	526.415
450.539	555.647
450.956	605.850
451.373	653.053
451.789	669.043
452.206	671.507
452.623	649.821
453.040	638.271
453.457	593.981
453.873	545.807
454.290	513.643
454.707	494.222
455.124	519.063
455.540	562.913
455.957	565.696
456.374	556.362
456.791	559.174
457.208	577.198
457.624	572.000
458.041	552.386
458.458	556.097
458.875	555.469
459.291	520.966
459.708	532.000
460.125	541.324
460.542	560.242
460.959	558.121
461.375	572.208
461.792	577.130
462.209	550.531
462.626	532.913
463.042	536.502
463.459	570.174
463.876	560.266
464.293	555.589
464.710	535.787
465.126	526.126
465.543	542.227
465.960	549.942
466.377	530.705
466.793	473.710
467.210	446.000
467.627	463.000
468.044	491.952
468.461	502.816
468.877	475.401
469.294	478.488
469.711	511.614
470.128	545.841
470.544	563.638
470.961	546.976
471.378	505.193
471.795	495.493
472.212	521.401
472.628	539.725
473.045	548.488
473.462	536.947
473.879	496.087
474.296	491.193
474.712	523.024
475.129	581.623
475.546	616.923
475.963	594.246
476.379	546.338
476.796	510.155
477.213	498.072
477.630	491.077
478.047	497.473
478.463	483.169
478.880	469.005
479.297	444.841
479.714	418.585
480.130	417.140
480.547	442.222
480.964	470.705
481.381	480.000
481.798	478.271
482.214	465.870
482.631	458.386
483.048	466.531
483.465	462.763
483.881	467.812
484.298	477.531
484.715	504.145
485.132	539.444
485.549	549.918
485.965	518.594
486.382	509.589
486.799	528.338
487.216	520.580
487.632	487.014
488.049	450.179
488.466	434.783
488.883	407.184
489.300	360.841
489.716	357.411
490.133	387.435
490.550	409.386
490.967	443.696
491.383	465.135
491.800	460.758
492.217	431.396
492.634	410.797
493.051	434.908
493.467	487.812
493.884	477.275
494.301	448.812
494.718	437.406
495.135	475.604
495.551	509.812
495.968	525.266
496.385	508.039
496.802	470.725
497.218	457.725
497.635	499.536
498.052	520.908
498.469	489.159
498.886	467.333
499.302	448.082
499.719	419.783
500.136	421.961
500.553	410.300
500.969	386.831
501.386	398.440
501.803	412.411
502.220	431.947
502.637	454.014
503.053	434.884
503.470	405.966
503.887	437.773
504.304	449.551
504.720	419.319
505.137	392.174
505.554	399.391
505.971	416.469
506.388	405.319
506.804	387.271
507.221	421.411
507.638	456.744
508.055	457.879
508.471	430.580
508.888	419.391
509.305	416.899
509.722	398.527
510.139	408.454
510.555	458.870
510.972	473.739
511.389	474.681
511.806	482.420
512.222	499.995
512.639	508.087
513.056	473.633
513.473	445.802
513.890	428.135
514.306	441.957
514.723	455.536
515.140	444.628
515.557	428.304
515.974	408.014
516.390	386.981
516.807	366.816
517.224	364.874
517.641	370.647
518.057	397.193
518.474	452.048
518.891	435.213
519.308	398.705
519.725	368.145
520.141	357.894
520.558	361.536
520.975	397.884
521.392	463.333
521.808	549.879
522.225	527.246
522.642	446.792
523.059	399.995
523.476	369.014
523.892	405.638
524.309	420.164
524.726	429.643
525.143	459.676
525.559	485.019
525.976	477.430
526.393	453.401
526.810	440.691
527.227	436.899
527.643	409.758
528.060	370.792
528.477	361.498
528.894	391.807
529.310	443.024
529.727	533.333
530.144	560.396
530.561	512.309
530.978	466.541
531.394	470.024
531.811	478.203
532.228	487.256
532.645	497.343
533.061	457.792
533.478	429.184
533.895	415.879
534.312	407.198
534.729	400.889
535.145	400.860
535.562	389.816
535.979	408.531
536.396	436.976
536.812	449.633
537.229	466.932
537.646	488.575
538.063	457.971
538.480	407.222
538.896	377.672
539.313	418.406
539.730	447.459
540.147	436.039
540.564	460.778
540.980	508.029
541.397	519.681
541.814	471.643
542.231	402.812
542.647	395.565
543.064	396.256
543.481	430.961
543.898	462.237
544.315	447.874
544.731	430.101
545.148	370.971
545.565	341.981
545.982	355.126
546.398	369.594
546.815	366.874
547.232	334.285
547.649	313.836
548.066	343.493
548.482	392.367
548.899	415.618
549.316	420.816
549.733	418.019
550.149	500.536
550.566	568.396
550.983	533.768
551.400	433.541
551.817	365.618
552.233	343.420
552.650	356.609
553.067	395.406
553.484	454.604
553.900	440.464
554.317	334.763
554.734	280.502
555.151	263.763
555.568	245.048
555.984	234.415
556.401	240.174
556.818	266.295
557.235	305.411
557.651	383.773
558.068	520.362
558.485	575.812
558.902	480.725
559.319	355.807
559.735	320.010
560.152	308.812
560.569	311.357
560.986	360.130
561.403	416.865
561.819	398.024
562.236	329.435
562.653	332.826
563.070	363.213
563.486	320.261
563.903	286.116
564.320	284.913
564.737	300.328
565.154	287.367
565.570	233.889
565.987	199.556
566.404	192.961
566.821	209.874
567.237	259.870
567.654	304.150
568.071	304.213
568.488	256.357
568.905	228.638
569.321	239.778
569.738	243.193
570.155	213.720
570.572	203.246
570.988	207.203
571.405	204.420
571.822	213.053
572.239	209.150
572.656	194.536
573.072	177.130
573.489	169.681
573.906	172.435
574.323	193.135
574.739	208.971
575.156	193.353
575.573	153.425
575.990	120.382
576.407	108.676
576.823	101.961
577.240	95.213
577.657	92.034
578.074	83.116
578.490	75.812
578.907	70.565
579.324	69.126
