"date","dataset","position","condition","event","time","pct"
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos22_RGB.tif",22,"evil_twins","cf_folding_start",0.5,2.73522975929978
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos25_RGB.tif",25,"evil_twins","cf_folding_start",0.6,3.21199143468951
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos5_RGB.tif",5,"control","gb_extension_start",0.2,1.11234705228031
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos10_RGB.tif",10,"control","gb_extension_start",0.25,1.35648399348888
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos13_RGB.tif",13,"control","gb_extension_start",0.3,1.63220892274211
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos17_RGB.tif",17,"control","gb_extension_start",0.25,1.40213123948402
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos19_RGB.tif",19,"control","gb_extension_start",0.25,1.38274336283186
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos21_RGB.tif",21,"control","gb_extension_start",0.25,1.37892995035852
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos23_RGB.tif",23,"control","gb_extension_start",0.3,1.64563905650027
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos1_RGB.tif",1,"evil_twins","gb_extension_start",0.3,1.58061116965227
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos6_RGB.tif",6,"evil_twins","gb_extension_start",0.25,1.32415254237288
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos8_RGB.tif",8,"evil_twins","gb_extension_start",0.25,1.33832976445396
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos9_RGB.tif",9,"evil_twins","gb_extension_start",0.2,1.05652403592182
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos11_RGB.tif",11,"evil_twins","gb_extension_start",0.3,1.59320233669676
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos12_RGB.tif",12,"evil_twins","gb_extension_start",0.3,1.62337662337662
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos14_RGB.tif",14,"evil_twins","gb_extension_start",0.25,1.26710593005575
