experiment,dataset,date,scope,stock,medium,hypoxia,normoxia,position,condition,timestep,frame_experiment_start,frame_experiment_end,frame_hypoxia_start,frame_hypoxia_end,frame_gastrulation,frame_cf_folding_start,frame_gb_extension_start,frame_gb_extension_end,frame_clypeolabrum_start,frame_gb_retraction_start,frame_gb_retraction_end,frame_head_involution_start,frame_head_involution_end,frame_dorsal_closure_start,frame_dorsal_closure_end,frame_gut_partition_start,frame_gut_partition_end,frame_twitching_start,frame_tracheae_start,frame_hatching,time_plucking,bad_embryo,bad_twins,cephalic_furrow,hatched,discard,observations
2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos5_RGB.tif,2024-08-05,L2,RGap,H200,10,20.6,5,evil_twins,3,1,515,3,55,28,49,35,,,,193,,,,,,,,,430,16,FALSE,FALSE,FALSE,TRUE,FALSE,
2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos6_RGB.tif,2024-08-05,L2,RGap,H200,10,20.6,6,control,3,1,515,3,55,23,23,30,,,,180,,,,,,,,,,16,FALSE,FALSE,TRUE,FALSE,FALSE,
2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos7_RGB.tif,2024-08-05,L2,RGap,H200,10,20.6,7,evil_twins,3,1,515,3,55,21,30,27,,,,186,,,,,,,,,429,16,FALSE,FALSE,TRUE,TRUE,FALSE,CF delayed but almost forming normally.
2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos8_RGB.tif,2024-08-05,L2,RGap,H200,10,20.6,8,control,3,1,515,3,55,23,21,29,,,,183,,,,,,,,,431,16,FALSE,FALSE,TRUE,TRUE,FALSE,
2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos9_RGB.tif,2024-08-05,L2,RGap,H200,10,20.6,9,evil_twins,3,1,515,3,55,25,36,31,,,,197,,,,,,,,,443,16,FALSE,FALSE,TRUE,TRUE,FALSE,CF delayed but almost forming normally.
2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos10_RGB.tif,2024-08-05,L2,RGap,H200,10,20.6,10,evil_twins,3,1,515,3,55,21,28,27,,,,195,,,,,,,,,432,16,FALSE,FALSE,TRUE,TRUE,FALSE,CF delayed but almost forming normally.
2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos11_RGB.tif,2024-08-05,L2,RGap,H200,10,20.6,11,control,3,1,515,3,55,23,23,27,,,,173,,,,,,,,,407,16,FALSE,FALSE,TRUE,TRUE,FALSE,
2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos12_RGB.tif,2024-08-05,L2,RGap,H200,10,20.6,12,evil_twins,3,1,515,3,55,23,38,29,,,,192,,,,,,,,,437,16,FALSE,FALSE,FALSE,TRUE,FALSE,
2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos13_RGB.tif,2024-08-05,L2,RGap,H200,10,20.6,13,evil_twins,3,1,515,3,55,32,49,40,,,,196,,,,,,,,,451,16,FALSE,FALSE,FALSE,TRUE,FALSE,
2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos14_RGB.tif,2024-08-05,L2,RGap,H200,10,20.6,14,control,3,1,515,3,55,17,18,24,,,,173,,,,,,,,,405,16,FALSE,FALSE,TRUE,TRUE,FALSE,
2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos15_RGB.tif,2024-08-05,L2,RGap,H200,10,20.6,15,evil_twins,3,1,515,3,55,36,56,42,,,,192,,,,,,,,,442,16,FALSE,FALSE,FALSE,TRUE,FALSE,Folding frame was estimated.
2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos16_RGB.tif,2024-08-05,L2,RGap,H200,10,20.6,16,control,3,1,515,3,55,7,9,14,,,,162,,,,,,,,,409,16,FALSE,FALSE,TRUE,TRUE,FALSE,
2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos17_RGB.tif,2024-08-05,L2,RGap,H200,10,20.6,17,evil_twins,3,1,515,3,55,27,39,32,,,,190,,,,,,,,,429,16,FALSE,FALSE,FALSE,TRUE,FALSE,
2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos18_RGB.tif,2024-08-05,L2,RGap,H200,10,20.6,18,control,3,1,515,3,55,31,32,37,,,,185,,,,,,,,,413,16,FALSE,FALSE,TRUE,TRUE,FALSE,
2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos19_RGB.tif,2024-08-05,L2,RGap,H200,10,20.6,19,evil_twins,3,1,515,3,55,27,42,33,,,,229,,,,,,,,,431,16,FALSE,FALSE,FALSE,TRUE,FALSE,
2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos20_RGB.tif,2024-08-05,L2,RGap,H200,10,20.6,20,evil_twins,3,1,515,3,55,26,35,33,,,,183,,,,,,,,,472,16,FALSE,FALSE,TRUE,TRUE,FALSE,
2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos21_RGB.tif,2024-08-05,L2,RGap,H200,10,20.6,21,evil_twins,3,1,515,3,55,33,49,40,,,,190,,,,,,,,,437,16,FALSE,FALSE,FALSE,TRUE,FALSE,
2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos22_RGB.tif,2024-08-05,L2,RGap,H200,10,20.6,22,control,3,1,515,3,55,26,25,31,,,,180,,,,,,,,,,16,FALSE,FALSE,TRUE,FALSE,FALSE,
2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos23_RGB.tif,2024-08-05,L2,RGap,H200,10,20.6,23,evil_twins,3,1,515,3,55,28,43,34,,,,210,,,,,,,,,438,16,FALSE,FALSE,FALSE,TRUE,FALSE,
2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos24_RGB.tif,2024-08-05,L2,RGap,H200,10,20.6,24,control,3,1,515,3,55,22,21,27,,,,174,,,,,,,,,418,16,FALSE,FALSE,TRUE,TRUE,FALSE,
